year,state,country,shape,duration,latitude,longtitude
2007,Oklahoma,us,circle,10800,35.9986111,-96.1138889
2007,Arkansas,us,oval,120,36.2230556,-93.5297222
2007,California,us,other,300,34.0522222,-118.2427778
2007,Florida,us,disk,300,25.7738889,-80.1938889
2007,Oklahoma,us,light,45,36.1397222,-96.1086111
2007,Florida,us,fireball,4,27.4952778,-81.4411111
2007,California,us,formation,900,33.8816667,-118.1161111
2007,Florida,us,unknown,2700,27.2936111,-80.3505556
2007,Oregon,us,light,420,45.4469444,-122.5291667
2008,California,us,disk,60,33.2558333,-116.3741667
2008,Texas,us,light,60,32.5788889,-97.3622222
2008,North Carolina,us,unknown,600,35.0525000,-78.8786111
2008,Louisiana,us,other,3,30.4505556,-91.1544444
2008,New York,us,fireball,180,42.9766667,-78.5922222
2008,Pennsylvania,us,disk,300,40.4419444,-79.9627778
2008,Colorado,us,changing,600,39.7391667,-104.9841667
2008,Illinois,us,unknown,120,38.0163889,-89.6186111
2008,Illinois,us,diamond,120,41.8500000,-87.6500000
2008,Indiana,us,circle,30,39.4277778,-86.4283333
2008,Indiana,us,light,300,39.7041667,-86.3994444
2008,Indiana,us,fireball,10,39.6136111,-86.1066667
2008,Indiana,us,triangle,180,41.4788889,-87.4547222
2008,California,us,light,5,37.7397222,-121.4241667
2008,Indiana,us,triangle,120,41.4169444,-87.3652778
2008,Colorado,us,circle,7,40.0150000,-105.2700000
2008,New York,us,disk,30,43.2380556,-76.1411111
2008,Michigan,us,triangle,180,42.9633333,-85.6680556
2008,California,us,light,600,33.6602778,-117.9983333
2009,California,us,triangle,300,33.8358333,-118.3397222
2009,Louisiana,us,light,300,30.3311111,-92.4955556
2009,Washington,us,fireball,10,47.6063889,-122.3308333
2009,Kentucky,us,unknown,2400,37.5686111,-84.2963889
2009,Indiana,us,light,2,39.4666667,-87.4138889
2009,California,us,disk,30,39.2191667,-121.0600000
2009,Florida,us,oval,60,27.9472222,-82.4586111
2009,California,us,oval,600,34.1066667,-117.8058333
2009,Mississippi,us,fireball,600,30.3855556,-88.6116667
2009,Virginia,us,formation,180,38.4494444,-78.8691667
2009,Mississippi,us,light,180,30.4111111,-88.8277778
2009,Georgia,us,unknown,600,34.1850000,-83.9252778
2009,Nevada,us,diamond,30,36.1750000,-115.1363889
2009,Arizona,us,cigar,900,33.9686111,-112.7288889
2009,North Carolina,us,light,180,35.7063889,-81.2188889
2009,South Carolina,us,flash,7200,32.7866667,-79.7950000
2009,Arizona,us,circle,2,32.2216667,-110.9258333
2010,New Jersey,us,light,900,40.0322222,-74.9577778
2010,Georgia,us,other,300,33.7369444,-85.0325000
2010,Idaho,us,changing,25,43.6136111,-116.2025000
2010,New Mexico,us,flash,360,35.0844444,-106.6505556
2010,Georgia,us,other,300,33.7369444,-85.0325000
2010,Nebraska,us,disk,900,40.8000000,-96.6666667
2010,Kansas,us,oval,360,39.1141667,-94.6272222
2010,California,us,disk,300,35.6225000,-117.6700000
2010,Maryland,us,other,900,38.9905556,-77.0263889
2010,New Mexico,us,light,1200,34.0583333,-106.8908333
2010,New Hampshire,us,fireball,300,44.2722222,-71.5394444
2010,Maryland,us,circle,300,38.9905556,-77.0263889
2010,Texas,us,light,1800,29.3625000,-100.8963889
2010,Pennsylvania,us,triangle,300,39.9000000,-79.7166667
2010,Massachusetts,us,triangle,420,42.0750000,-72.0338889
2010,Texas,us,sphere,2400,30.0797222,-95.4169444
2010,New York,us,unknown,30,41.2900000,-73.9208333
2010,New York,us,other,5,40.8175000,-73.0005556
2011,Kentucky,us,triangle,2100,37.5552778,-86.0322222
2011,Oregon,us,other,25,45.5236111,-122.6750000
2011,North Carolina,us,changing,600,35.2269444,-80.8433333
2011,Georgia,us,teardrop,3600,32.4608333,-84.9877778
2011,Washington,us,light,152,46.6022222,-120.5047222
2011,Maryland,us,light,60,39.5358333,-76.3486111
2011,Indiana,us,circle,300,39.9555556,-86.0138889
2011,California,us,light,10,40.5866667,-122.3905556
2011,North Carolina,us,fireball,12,35.4086111,-80.5797222
2011,Texas,us,triangle,15,29.9688889,-95.6969444
2011,Ohio,us,cigar,180,41.1013889,-81.4419444
2011,Ohio,us,diamond,60,39.7136111,-82.5994444
2011,North Carolina,us,unknown,10,35.6708333,-80.4744444
2011,Texas,us,formation,60,29.9688889,-95.6969444
2011,South Carolina,us,oval,600,34.6080556,-82.1136111
2011,Virginia,us,disk,3,38.8119444,-77.6366667
2011,Maryland,us,chevron,60,39.5358333,-76.3486111
2011,Florida,us,circle,3600,26.2375000,-80.1250000
2011,Minnesota,us,unknown,180,44.0216667,-92.4697222
2011,Michigan,us,rectangle,300,42.5936111,-83.5994444
2011,Vermont,us,light,240,43.2397222,-73.0097222
2011,Oregon,us,circle,600,42.3266667,-122.8744444
2011,Indiana,us,fireball,3600,40.1933333,-85.3863889
2011,Florida,us,other,10,24.7705556,-80.9122222
2012,Indiana,us,oval,60,39.3000000,-85.2222222
2012,Oregon,us,formation,5,45.5236111,-122.6750000
2012,Nevada,us,triangle,35,36.1750000,-115.1363889
2012,Alabama,us,fireball,30,33.3200000,-87.9027778
2012,Florida,us,oval,300,28.5380556,-81.3794444
2012,Florida,us,circle,1200,29.1869444,-82.1402778
2012,Tennessee,us,circle,300,36.3133333,-82.3536111
2012,Alaska,us,unknown,600,61.2180556,-149.9002778
2012,Ohio,us,fireball,300,39.1619444,-84.4569444
2013,Illinois,us,disk,300,39.9608333,-89.7238889
2013,Florida,us,rectangle,5,27.9655556,-82.8002778
2013,North Carolina,us,circle,3,35.3991667,-78.8161111
2013,Texas,us,triangle,240,32.7355556,-97.1077778
2013,California,us,chevron,10,37.9975000,-121.7113889
2013,Illinois,us,unknown,4,42.1391667,-87.9288889
2013,Florida,us,fireball,360,28.5380556,-81.3794444
2013,South Carolina,us,light,600,34.6080556,-82.1136111
2013,Colorado,us,circle,60,39.7391667,-104.9841667
2013,Oregon,us,light,10,45.5236111,-122.6750000
2013,Florida,us,circle,300,28.6119444,-80.8077778
2013,California,us,circle,56000,38.0050000,-121.8047222
2013,California,us,sphere,600,32.7677778,-117.0222222
2013,California,us,changing,20,34.1705556,-118.8366667
2013,California,us,fireball,300,34.0522222,-118.2427778
2013,Kentucky,us,fireball,180,38.2541667,-85.7594444
2013,New Mexico,us,other,60,31.8275000,-107.6394444
2013,South Carolina,us,fireball,7,33.6888889,-78.8869444
2013,South Carolina,us,flash,7,33.6888889,-78.8869444
2013,Texas,us,fireball,60,30.2669444,-97.7427778
2013,Ohio,us,light,900,39.1619444,-84.4569444
2014,Florida,us,sphere,25,28.7555556,-82.0950000
2014,Florida,us,other,2,26.1336111,-80.1133333
2014,Florida,us,other,2,25.9869444,-80.2325000
2014,Georgia,us,rectangle,120,34.0513889,-84.0713889
2014,Virginia,us,light,30,39.0436111,-77.4877778
2014,California,us,circle,3600,39.1458333,-121.5902778
2014,Arizona,us,light,1800,33.5091667,-111.8983333
2014,Washington,us,light,10,46.1383333,-122.9369444
2014,Arizona,us,other,1800,33.0580556,-112.0469444
2014,Florida,us,circle,20,27.8802778,-80.5005556
2014,Texas,us,teardrop,5,29.7027778,-98.1241667
2014,Texas,us,circle,15,29.7630556,-95.3630556
2014,Florida,us,light,60,25.8572222,-80.2783333
2014,California,us,light,90,40.8022222,-124.1625000
1965,Texas,us,formation,180,29.7630556,-95.3630556
1988,California,us,changing,7200,38.4405556,-122.7133333
1989,New York,us,light,300,43.1755556,-76.1197222
1996,Nevada,us,other,2,39.5297222,-119.8127778
1996,Nevada,us,other,3,39.5297222,-119.8127778
1996,Ohio,us,other,120,41.4047222,-81.7230556
1998,Colorado,us,oval,6,39.7391667,-104.9841667
1998,Minnesota,us,unknown,300,45.3194444,-93.2022222
1998,Arizona,us,sphere,900,33.4483333,-112.0733333
1998,Indiana,us,circle,0.5,39.7683333,-86.1580556
1998,Georgia,us,changing,9000,34.2569444,-85.1647222
1999,Florida,us,disk,10,30.3319444,-81.6558333
1999,Indiana,us,light,420,39.6569444,-87.3980556
1999,Wisconsin,us,diamond,14400,43.3733333,-89.6233333
1999,Utah,us,formation,420,40.7608333,-111.8902778
1999,Arkansas,us,flash,120,34.5036111,-93.0550000
1999,New York,us,unknown,2400,40.7141667,-74.0063889
1999,Pennsylvania,us,triangle,15,41.4819444,-74.9863889
1999,New Mexico,us,light,120,32.3808333,-106.4788889
1999,Louisiana,us,other,12,30.4505556,-91.1544444
2000,California,us,light,1200,36.0083333,-119.9608333
2001,Oregon,us,sphere,300,46.1880556,-123.8300000
2001,Connecticut,us,oval,15,41.2888889,-72.6822222
2001,South Carolina,us,sphere,900,34.6172222,-79.6850000
2002,Wisconsin,us,triangle,15,43.0388889,-87.9063889
2002,Oregon,us,disk,300,45.5236111,-122.6750000
2002,California,us,light,2,37.5586111,-122.2700000
2003,California,us,changing,60,34.5794444,-118.1155556
2003,Louisiana,us,chevron,1200,30.2263889,-93.2172222
2003,Hawaii,us,circle,240,19.4975000,-154.9508333
2003,California,us,light,2,40.5866667,-122.3905556
2003,Wisconsin,us,other,20,43.0730556,-89.4011111
2003,Washington,us,fireball,3,47.5405556,-122.6350000
2003,Virginia,us,triangle,300,38.6358333,-77.4380556
2004,Pennsylvania,us,unknown,2,40.2413889,-75.2841667
2004,Oregon,us,unknown,600,45.5236111,-122.6750000
2004,Oklahoma,us,unknown,300,36.1538889,-95.9925000
2005,New York,us,fireball,300,43.3772222,-73.6136111
2005,Nevada,us,changing,600,36.8055556,-114.0663889
2005,California,us,egg,3,34.4963889,-118.3247222
2005,Colorado,us,circle,7200,38.8683333,-107.5913889
2005,Illinois,us,unknown,600,41.0247222,-89.4111111
2005,Iowa,us,triangle,900,41.0338889,-93.7652778
2006,California,us,light,7200,40.4163889,-120.6519444
2007,Pennsylvania,us,light,180,41.2200000,-74.8716667
2007,Oklahoma,us,changing,1800,35.5322222,-97.9547222
2007,California,us,light,300,32.7152778,-117.1563889
2007,California,us,light,180,32.7152778,-117.1563889
2007,Pennsylvania,us,sphere,7,40.6533333,-80.0797222
2007,Pennsylvania,us,triangle,300,40.1488889,-79.5413889
2007,California,us,light,300,32.7152778,-117.1563889
2007,Arizona,us,unknown,300,33.5805556,-112.2366667
2008,Oklahoma,us,oval,240,35.4675000,-97.5161111
2008,Nevada,us,unknown,5,39.5297222,-119.8127778
2008,Michigan,us,fireball,180,46.5436111,-87.3952778
2008,Washington,us,circle,60,47.6063889,-122.3308333
2008,Michigan,us,triangle,60,42.2458333,-84.4013889
2008,New Jersey,us,triangle,300,39.6363889,-74.8027778
2008,California,us,light,720,33.6602778,-117.9983333
2008,Oregon,us,light,360,42.4375000,-122.8577778
2009,Maine,us,triangle,300,44.5736111,-68.7961111
2009,Pennsylvania,us,light,30,39.7327778,-78.8505556
2009,North Carolina,us,light,600,35.8238889,-80.2536111
2010,Texas,us,changing,120,29.7630556,-95.3630556
2010,Indiana,us,sphere,600,40.5583333,-85.6591667
2011,Virginia,us,fireball,600,39.0061111,-77.4288889
2011,Idaho,us,light,120,43.6136111,-116.2025000
2011,Maryland,us,cigar,120,39.2902778,-76.6125000
2011,Washington,us,sphere,21600,48.3636111,-120.1211111
2011,California,us,other,600,33.6694444,-117.8222222
2011,Ohio,us,light,780,39.4402778,-84.3622222
2011,Pennsylvania,us,sphere,300,40.1797222,-76.1791667
2011,Idaho,us,circle,1200,43.6136111,-116.2025000
2011,Oregon,us,light,180,45.8405556,-119.2883333
2011,Connecticut,us,triangle,60,41.9541667,-72.3027778
2012,South Dakota,us,light,10,45.0547222,-97.3294444
2012,Texas,us,light,3600,32.7833333,-96.8000000
2012,Connecticut,us,fireball,120,41.8463889,-71.8880556
2012,Minnesota,us,sphere,1800,45.1630556,-93.0555556
2012,Nebraska,us,oval,10,40.6994444,-99.0811111
2012,New Jersey,us,unknown,240,41.0391667,-74.8091667
2012,Arizona,us,fireball,120,33.4483333,-112.0733333
2012,Oregon,us,unknown,600,45.4313889,-122.7702778
2012,California,us,circle,180,34.0336111,-117.0422222
2012,Michigan,us,oval,900,42.5636111,-84.8358333
2012,New Hampshire,us,triangle,600,43.4891667,-71.5827778
2012,Virginia,us,oval,300,37.5536111,-77.4605556
2012,Michigan,us,triangle,300,43.5977778,-84.7675000
2012,Arizona,us,light,120,33.4483333,-112.0733333
2012,Florida,us,fireball,180,26.3583333,-80.0833333
2012,Missouri,us,light,120,37.2152778,-93.2980556
2012,Ohio,us,light,300,39.7091667,-84.0633333
2012,Ohio,us,sphere,300,39.9955556,-82.6744444
2012,Florida,us,fireball,240,25.8572222,-80.2783333
2012,South Dakota,us,unknown,180,44.0805556,-103.2305556
2012,Washington,us,oval,180,47.6063889,-122.3308333
2012,Texas,us,light,2700,32.5263889,-96.8861111
2013,California,us,light,600,37.9736111,-122.5300000
2013,California,us,triangle,120,37.8044444,-122.2697222
2013,Virginia,us,egg,3600,36.8527778,-75.9783333
2013,Alaska,us,light,1,60.4877778,-151.0583333
2013,New Mexico,us,sphere,900,36.7280556,-108.2180556
2013,Michigan,us,flash,0.5,42.9994444,-83.6163889
2013,Idaho,us,light,120,47.8125000,-116.8955556
2013,Oregon,us,light,900,44.0463889,-123.0208333
2013,Arizona,us,formation,120,32.2216667,-110.9258333
2013,Arizona,us,formation,300,32.2216667,-110.9258333
2013,Florida,us,fireball,600,30.3319444,-81.6558333
2013,Florida,us,fireball,120,26.8172222,-80.0822222
2013,Oklahoma,us,light,60,35.9986111,-96.1138889
1969,Connecticut,us,fireball,120,41.5622222,-72.6511111
1969,Connecticut,us,circle,60,41.5622222,-72.6511111
1975,Arizona,us,oval,600,32.3263889,-109.4863889
1978,Georgia,us,chevron,90,30.8325000,-83.2786111
1978,Indiana,us,disk,120,39.7683333,-86.1580556
1987,Florida,us,triangle,120,29.1869444,-82.1402778
1988,Michigan,us,formation,360,43.0058333,-84.3716667
1989,Delaware,us,sphere,300,39.7875000,-75.6969444
1991,Nebraska,us,sphere,420,40.9675000,-99.0861111
1993,California,us,oval,180,34.4408333,-118.6055556
1994,New York,us,unknown,30,41.1544444,-74.1933333
1995,Massachusetts,us,unknown,300,42.2125000,-72.1916667
1997,Massachusetts,us,unknown,3,41.7600000,-70.0833333
1997,Connecticut,us,oval,5,41.9836111,-71.9777778
1998,Arizona,us,other,45,36.0544444,-112.1386111
1998,Florida,us,circle,180,25.7738889,-80.1938889
1998,Wisconsin,us,chevron,1200,44.0886111,-87.6575000
1999,Washington,us,other,300,47.1302778,-119.2769444
1999,Oklahoma,us,sphere,40,35.2225000,-97.4391667
1999,Arkansas,us,triangle,300,33.6144444,-93.8133333
2000,Mississippi,us,oval,120,32.4183333,-88.5069444
2000,Minnesota,us,cigar,30,44.2941667,-92.6688889
2000,Arizona,us,light,37800,33.3061111,-111.8405556
2000,Washington,us,other,360,47.6063889,-122.3308333
2000,Arizona,us,light,600,33.3061111,-111.8405556
2001,Washington,us,formation,20,48.7597222,-122.4869444
2001,Washington,us,cone,1020,47.7625000,-122.2041667
2001,Florida,us,circle,120,27.4986111,-82.5750000
2002,Virginia,us,teardrop,300,38.8402778,-77.4291667
2002,Delaware,us,disk,1800,38.7208333,-75.0763889
2002,California,us,triangle,40,33.8702778,-117.9244444
2002,Arkansas,us,other,5,35.3313889,-92.0811111
2002,California,us,oval,1200,38.8055556,-123.0161111
2002,California,us,light,300,40.8022222,-124.1625000
2003,Texas,us,other,5,35.6677778,-101.3969444
2003,New York,us,light,10800,43.1991667,-78.5763889
2003,Colorado,us,triangle,10,39.9527778,-105.1680556
2003,Alabama,us,light,1080,32.1838889,-86.5802778
2003,Idaho,us,unknown,5400,48.2766667,-116.5522222
2003,California,us,light,480,33.9022222,-118.0808333
2003,Indiana,us,circle,300,41.2958333,-86.6250000
2003,New Jersey,us,other,7200,40.4147222,-74.3658333
2003,California,us,circle,300,33.7591667,-118.0058333
2003,California,us,light,120,33.8444444,-117.7763889
2003,California,us,circle,2,35.6469444,-117.8116667
2004,Georgia,us,diamond,60,34.7658333,-84.7700000
2004,California,us,formation,15,37.4419444,-122.1419444
2004,Iowa,us,light,5,41.0027778,-95.5850000
2004,Texas,us,oval,10,32.4486111,-99.7327778
2004,Tennessee,us,sphere,2,35.8455556,-86.3902778
2004,Ohio,us,light,120,39.9547222,-82.8122222
2005,Pennsylvania,us,oval,1200,40.3275000,-80.0397222
2005,Louisiana,us,fireball,2,30.2238889,-92.0197222
2005,Kansas,us,other,300,38.9536111,-94.7333333
2005,Arizona,us,disk,1200,32.2216667,-110.9258333
2005,Virginia,us,other,1800,36.7097222,-81.9775000
2005,Kentucky,us,circle,600,38.1838889,-83.4327778
2005,South Carolina,us,light,1200,34.7047222,-81.2144444
2005,Virginia,us,changing,900,37.1236111,-82.6013889
2005,South Carolina,us,unknown,900,32.7763889,-79.9311111
2006,California,us,circle,120,37.6625000,-121.8736111
2006,Minnesota,us,unknown,3600,45.0158333,-95.2383333
2006,California,us,changing,40,38.5788889,-122.5786111
2006,Maryland,us,triangle,180,39.6005556,-77.8208333
2006,California,us,light,3,34.2783333,-119.2922222
2007,Virginia,us,other,600,38.4494444,-78.8691667
2007,Virginia,us,circle,5,36.6797222,-79.3733333
2007,California,us,circle,900,34.0522222,-118.2427778
2007,Nevada,us,circle,120,36.1750000,-115.1363889
2007,California,us,diamond,900,34.1213889,-118.1055556
2007,Illinois,us,disk,180,41.8500000,-87.6500000
2007,California,us,circle,180,34.0522222,-118.2427778
2007,California,us,unknown,180,34.7444444,-120.2772222
2007,Virginia,us,sphere,3,37.2933333,-80.0550000
2007,Maryland,us,disk,4,39.0066667,-76.7794444
2007,Maryland,us,light,5,39.0066667,-76.7794444
2007,South Carolina,us,disk,5,34.8905556,-80.9566667
2007,California,us,unknown,180,37.0850000,-121.6091667
2007,California,us,disk,300,33.7458333,-117.8252778
2007,Utah,us,formation,600,40.8894444,-111.8800000
2007,Ohio,us,triangle,60,39.9955556,-82.6744444
2008,Pennsylvania,us,unknown,120,40.1741667,-75.0441667
2008,California,us,sphere,30,37.3394444,-121.8938889
2008,Colorado,us,triangle,9,39.8027778,-105.0869444
2008,New Jersey,us,formation,600,41.0016667,-74.3675000
2009,Washington,us,cigar,240,47.2530556,-122.4430556
2009,California,us,light,180,39.7286111,-121.8363889
2009,New Jersey,us,oval,30,40.0725000,-74.7211111
2009,Texas,us,other,60,30.9997222,-93.6677778
2009,Ohio,us,triangle,5,39.7136111,-82.5994444
2009,Massachusetts,us,triangle,10,42.3583333,-71.0602778
2009,Louisiana,us,light,300,30.4505556,-91.1544444
2010,Mississippi,us,cylinder,2631600,31.2436111,-90.4530556
2010,Illinois,us,egg,300,41.2505556,-87.8313889
2010,California,us,disk,600,37.6941667,-122.0852778
2010,Illinois,us,egg,60,41.2505556,-87.8313889
2010,Illinois,us,egg,120,41.3322222,-87.7852778
2010,Illinois,us,egg,30,41.4200000,-87.7416667
2011,Washington,us,formation,600,46.6022222,-120.5047222
2011,Texas,us,rectangle,300,30.3116667,-95.4558333
2011,Florida,us,light,180,27.2936111,-80.3505556
2011,Pennsylvania,us,light,2,40.8336111,-75.7141667
2011,Washington,us,fireball,1800,47.6588889,-117.4250000
2011,California,us,sphere,180,32.7152778,-117.1563889
2011,Washington,us,fireball,10,47.6588889,-117.4250000
2011,Washington,us,light,4,47.6588889,-117.4250000
2011,New York,us,sphere,2400,43.0480556,-76.1477778
2011,Montana,us,unknown,4,48.1958333,-114.3119444
2011,Florida,us,light,900,28.5380556,-81.3794444
2011,Georgia,us,fireball,90,33.9525000,-84.5500000
2011,Florida,us,other,300,26.1416667,-81.7950000
2011,California,us,other,120,34.5794444,-118.1155556
2011,California,us,other,540,39.2191667,-121.0600000
2012,Virginia,us,triangle,1800,37.2438889,-77.4105556
2012,Ohio,us,light,3,40.0991667,-83.1141667
2012,Missouri,us,light,480,37.6144444,-93.4102778
2012,Maryland,us,circle,300,39.5752778,-76.9961111
2012,Wisconsin,us,fireball,300,44.2619444,-88.4152778
2012,Alabama,us,light,5,31.2825000,-86.2555556
2012,New Hampshire,us,disk,600,42.8238889,-72.1816667
2012,Indiana,us,triangle,120,38.7358333,-85.3800000
2012,Maryland,us,triangle,3600,39.5752778,-76.9961111
2012,Florida,us,fireball,300,27.0994444,-82.4544444
2012,Massachusetts,us,flash,1500,41.7600000,-70.0833333
2012,Delaware,us,fireball,240,39.6291667,-75.6586111
2012,New Jersey,us,other,4,40.7694444,-74.0208333
2012,Florida,us,fireball,1800,30.3933333,-86.4958333
2012,Georgia,us,triangle,60,33.4502778,-82.1983333
2012,Washington,us,light,10,48.5344444,-123.0158333
2012,Virginia,us,triangle,60,36.8466667,-76.2855556
2013,Florida,us,circle,3600,26.5625000,-81.9497222
2013,Idaho,us,light,300,47.7180556,-116.9505556
2013,California,us,light,60,37.3394444,-121.8938889
2013,Maryland,us,triangle,300,38.6244444,-76.9394444
2013,Idaho,us,flash,3600,43.8261111,-111.7888889
2013,Minnesota,us,light,60,45.0083333,-96.4172222
2013,California,us,circle,30,33.7877778,-117.8522222
2013,Idaho,us,flash,300,43.8261111,-111.7888889
2013,Arizona,us,fireball,120,33.4150000,-111.5488889
2013,Tennessee,us,triangle,300,36.1658333,-86.7844444
2013,Florida,us,fireball,60,28.2486111,-81.2813889
2013,New Jersey,us,light,60,40.4277778,-74.4163889
2013,Arizona,us,light,180,33.2486111,-111.6336111
2013,Alaska,us,fireball,10,61.5813889,-149.4394444
2013,Washington,us,light,300,46.4400000,-122.8455556
2013,Hawaii,us,cylinder,180,20.6566667,-156.0586111
2013,Alaska,us,light,300,61.2180556,-149.9002778
2013,Alaska,us,circle,10,61.2180556,-149.9002778
1947,Michigan,us,cigar,1200,42.4394444,-83.7438889
1965,Pennsylvania,us,light,300,40.2269444,-78.9366667
1970,New Jersey,us,cylinder,300,39.7911111,-74.9294444
1972,Colorado,us,disk,120,38.8338889,-104.8208333
1977,Mississippi,us,unknown,120,32.2986111,-90.1847222
1977,New York,us,oval,20,44.1544444,-75.7091667
1981,Virginia,us,disk,3600,37.3341667,-79.5233333
1986,Florida,us,triangle,120,29.1869444,-82.1402778
1987,Rhode Island,us,rectangle,60,41.5775000,-71.5380556
1989,Maine,us,triangle,900,44.7311111,-68.8269444
1990,Colorado,us,unknown,15,40.4850000,-106.8311111
1991,Michigan,us,circle,180,43.3361111,-85.8108333
1992,Ohio,us,triangle,300,39.1619444,-84.4569444
1992,Louisiana,us,disk,7200,32.5091667,-92.1191667
1993,Missouri,us,light,300,39.0066667,-91.3550000
1994,Washington,us,light,20,47.6063889,-122.3308333
1994,California,us,triangle,300,34.1511111,-118.4483333
1995,Arkansas,us,triangle,1800,34.7950000,-90.9911111
1995,Virginia,us,triangle,120,37.1297222,-80.4091667
1995,Texas,us,light,600,29.6908333,-95.2088889
1996,Pennsylvania,us,triangle,300,40.2736111,-76.8847222
1996,Arkansas,us,light,600,34.7463889,-92.2894444
1998,Virginia,us,unknown,1.5,38.8461111,-77.3066667
1998,Louisiana,us,cylinder,300,30.3494444,-92.6713889
1999,Montana,us,oval,600,47.4927778,-112.3913889
1999,Florida,us,circle,120,25.7738889,-80.1938889
1999,Ohio,us,triangle,10,41.0997222,-80.6497222
1999,Tennessee,us,triangle,900,35.9297222,-86.1816667
2000,Arizona,us,egg,1200,34.4838889,-114.3216667
2000,California,us,circle,120,40.5983333,-124.1561111
2000,Indiana,us,fireball,120,37.9747222,-87.5558333
2000,Idaho,us,other,1200,47.3144444,-116.5616667
2000,Ohio,us,fireball,5,40.9955556,-82.6672222
2001,Nevada,us,rectangle,120,36.1750000,-115.1363889
2001,North Carolina,us,cigar,25,35.2847222,-81.2841667
2001,California,us,disk,25,34.0633333,-117.6500000
2001,Ohio,us,triangle,600,39.9611111,-82.9988889
2001,Washington,us,light,5,45.6388889,-122.6602778
2001,California,us,light,480,33.8816667,-118.1161111
2001,Oregon,us,light,3600,45.5236111,-122.6750000
2002,Massachusetts,us,oval,1200,42.2222222,-71.0000000
2002,New Jersey,us,unknown,600,40.6975000,-74.2636111
2002,Rhode Island,us,sphere,120,41.8238889,-71.4133333
2002,California,us,light,180,40.4163889,-120.6519444
2002,North Dakota,us,light,300,46.9005556,-102.0450000
2003,California,us,triangle,300,34.1808333,-118.3080556
2003,Louisiana,us,triangle,120,30.2383333,-90.9200000
2003,Washington,us,formation,900,47.4236111,-120.3091667
2003,California,us,sphere,2,34.0522222,-118.2427778
2003,Colorado,us,light,600,39.8855556,-104.9866667
2003,California,us,oval,4,37.7750000,-122.4183333
2004,Pennsylvania,us,disk,120,39.9522222,-75.1641667
2004,Maryland,us,other,3600,39.2402778,-76.8397222
2004,Ohio,us,sphere,3,38.8133333,-82.7269444
2004,Washington,us,light,300,47.5708333,-120.6027778
2004,Virginia,us,fireball,1,38.9011111,-77.2655556
2004,Texas,us,other,1200,26.1902778,-97.6958333
2004,California,us,light,180,36.9613889,-120.0597222
2005,Georgia,us,other,120,34.0752778,-84.2941667
2005,California,us,unknown,1200,34.2694444,-118.7805556
2005,Pennsylvania,us,triangle,60,39.9522222,-75.1641667
2005,Georgia,us,egg,120,34.1169444,-83.5725000
2005,Florida,us,fireball,90,26.1272222,-80.2333333
2005,Louisiana,us,sphere,120,32.7733333,-92.4055556
2005,North Carolina,us,disk,60,34.9244444,-80.7436111
2006,Connecticut,us,triangle,240,41.8005556,-73.1216667
2006,Indiana,us,unknown,15,39.7683333,-86.1580556
2006,California,us,oval,2700,37.7975000,-121.2150000
2006,California,us,disk,2700,37.7975000,-121.2150000
2006,Connecticut,us,triangle,180,41.6213889,-72.7461111
2006,New Mexico,us,diamond,18,35.6869444,-105.9372222
2006,Michigan,us,triangle,300,42.4644444,-83.3763889
2006,Michigan,us,rectangle,900,43.6727778,-84.3805556
2006,California,us,light,300,38.6786111,-121.7722222
2006,Indiana,us,fireball,60,39.7683333,-86.1580556
2006,Pennsylvania,us,formation,120,40.0377778,-76.3058333
2007,Texas,us,light,240,25.9013889,-97.4972222
2007,California,us,formation,780,34.1866667,-118.4480556
2007,California,us,circle,100,34.1222222,-117.5972222
2007,New York,us,unknown,12,40.7141667,-74.0063889
2007,Illinois,us,triangle,600,41.5008333,-90.4441667
2007,Virginia,us,unknown,3600,37.1811111,-79.6175000
2007,Florida,us,changing,60,28.4952778,-81.5350000
2007,Colorado,us,light,900,39.7047222,-105.0808333
2007,Colorado,us,unknown,300,40.1672222,-105.1013889
2007,Tennessee,us,unknown,10,35.1494444,-90.0488889
2008,California,us,circle,1,37.8044444,-122.2697222
2008,Minnesota,us,fireball,3,44.9800000,-93.2636111
2008,California,us,cigar,75,33.9533333,-117.3952778
2008,Florida,us,circle,75,28.8355556,-82.3305556
2008,Indiana,us,other,1200,39.3541667,-85.9666667
2008,Oklahoma,us,light,15,35.4675000,-97.5161111
2008,New York,us,other,120,43.1547222,-77.6158333
2008,Michigan,us,flash,5,42.6875000,-83.2341667
2009,Virginia,us,other,300,38.8461111,-77.3066667
2009,Washington,us,egg,30,47.9130556,-122.0969444
2009,California,us,formation,180,33.8352778,-117.9136111
2009,Massachusetts,us,other,300,42.2208333,-70.9402778
2010,Massachusetts,us,triangle,10,42.3916667,-71.0333333
2010,Virginia,us,circle,900,38.7955556,-77.6141667
2010,Nevada,us,light,120,39.5297222,-119.8127778
2010,Ohio,us,light,300,38.8875000,-83.6144444
2010,Pennsylvania,us,light,180,40.0336111,-76.5047222
2010,Michigan,us,light,120,42.3086111,-83.4822222
2010,Florida,us,light,7200,26.4611111,-80.0730556
2010,Pennsylvania,us,fireball,1200,40.5291667,-75.3936111
2010,Missouri,us,sphere,900,37.9513889,-91.7711111
2010,Louisiana,us,oval,180,30.4505556,-91.1544444
2010,Massachusetts,us,light,900,42.4666667,-70.9500000
2010,Nevada,us,diamond,180,36.1750000,-115.1363889
