year,state,country,shape,duration,latitude,longtitude
2009,Illinois,us,flash,7200,41.1419444,-87.8611111
2009,Pennsylvania,us,changing,3600,40.1841667,-75.5383333
2009,Washington,us,light,120,47.4236111,-120.3091667
2009,Missouri,us,light,3600,36.8876000,-89.9307000
2009,Maryland,us,circle,10,38.9783333,-76.4925000
2009,Virginia,us,fireball,15,36.7263889,-78.1291667
2009,Virginia,us,sphere,120,36.8527778,-75.9783333
2009,North Carolina,us,fireball,15,34.6402778,-78.4841667
2009,Virginia,us,fireball,10,36.8527778,-75.9783333
2009,Oregon,us,light,30,46.1880556,-123.8300000
2009,Virginia,us,light,3,36.8466667,-76.2855556
2010,California,us,light,900,34.0522222,-118.2427778
2010,Arizona,us,formation,120,32.3908333,-110.9658333
2010,Texas,us,light,120,32.7355556,-97.1077778
2011,California,us,triangle,60,32.8472222,-117.2733333
2011,California,us,circle,30,34.1063889,-117.5922222
2011,Virginia,us,oval,300,36.8527778,-75.9783333
2011,South Carolina,us,light,300,33.6888889,-78.8869444
2011,New York,us,circle,300,40.7438889,-73.1391667
2011,Colorado,us,triangle,600,40.2333333,-104.9980556
2011,Maryland,us,circle,300,39.2902778,-76.6125000
2011,Wisconsin,us,triangle,3,43.7730556,-88.4469444
2011,North Carolina,us,light,600,33.8941667,-78.4269444
2011,California,us,triangle,240,34.0336111,-117.0422222
2012,Montana,us,triangle,60,46.7691667,-113.7116667
2012,Kentucky,us,triangle,2220,39.0836111,-84.5086111
2012,California,us,changing,300,34.0522222,-118.2427778
2012,Pennsylvania,us,circle,60,39.9625000,-76.7280556
2012,Illinois,us,cigar,300,41.3572222,-88.4211111
2012,Wisconsin,us,light,10,45.5719444,-88.9027778
2012,Arizona,us,changing,600,33.4222222,-111.8219444
2012,Pennsylvania,us,diamond,30,40.3708333,-80.2350000
2012,California,us,oval,120,37.3636111,-118.3941667
2012,Wisconsin,us,triangle,600,43.0116667,-88.2313889
2012,Kentucky,us,light,1800,38.1838889,-83.4327778
2013,Iowa,us,changing,300,42.0341667,-91.5975000
2013,Iowa,us,changing,300,42.0341667,-91.5975000
2013,Alabama,us,cylinder,240,32.9797222,-86.0336111
2013,Arizona,us,circle,900,33.0580556,-112.0469444
2013,Pennsylvania,us,unknown,300,39.9625000,-76.7280556
2013,Arkansas,us,circle,300,35.2338889,-92.3875000
2013,Florida,us,egg,360,29.6513889,-82.3250000
2013,Florida,us,light,300,30.2944444,-81.3933333
2013,Minnesota,us,triangle,45,44.0216667,-92.4697222
2013,Virginia,us,triangle,300,36.8188889,-76.2752778
2013,Arizona,us,other,60,33.4483333,-112.0733333
2013,Kentucky,us,circle,600,37.9886111,-84.4777778
2013,New York,us,light,300,40.9311111,-73.8991667
2013,New York,us,light,300,40.9311111,-73.8991667
2014,North Carolina,us,unknown,60,35.7452778,-81.6850000
2014,Texas,us,triangle,5,29.7630556,-95.3630556
2014,Maine,us,flash,3600,44.1036111,-69.1094444
2014,Massachusetts,us,other,900,41.6861111,-70.0763889
2014,Iowa,us,chevron,5,41.6005556,-93.6088889
2014,Mississippi,us,triangle,10,30.3502778,-89.1527778
2014,Idaho,us,fireball,2,47.7180556,-116.9505556
2014,New Mexico,us,circle,60,35.0844444,-106.6505556
2014,Iowa,us,sphere,60,43.3033333,-91.7855556
2014,Alaska,us,cigar,15,61.2180556,-149.9002778
2014,Arizona,us,circle,300,32.7213889,-109.1047222
2014,Arkansas,us,sphere,180,34.7694444,-92.2669444
2014,Wisconsin,us,light,120,44.4488889,-88.0602778
2014,Arizona,us,sphere,600,33.5386111,-112.1852778
2014,Wisconsin,us,light,60,44.9747222,-92.7566667
2014,Kansas,us,sphere,1800,37.5238889,-95.6611111
2014,California,us,oval,300,32.7947222,-116.9616667
1964,Virginia,us,cylinder,1800,36.7161111,-80.9788889
1970,Alabama,us,circle,120,31.1080556,-85.5944444
1984,Georgia,us,circle,20,33.2466667,-84.2641667
1995,California,us,cigar,300,34.0983333,-118.3258333
1995,Michigan,us,other,600,42.4775000,-83.0277778
1995,North Carolina,us,other,60,35.0875000,-84.0347222
1996,California,us,cross,1800,40.4483333,-122.2966667
1996,Pennsylvania,us,light,20,41.4513889,-75.6122222
1996,Washington,us,other,1800,47.3075000,-122.2272222
1997,New York,us,light,240,42.6777778,-74.4858333
1997,North Carolina,us,formation,20,33.9730556,-78.3861111
1998,California,us,other,120,37.3861111,-122.0827778
1998,Maryland,us,formation,5,39.5358333,-76.3486111
1999,Georgia,us,sphere,60,33.7488889,-84.3880556
1999,Pennsylvania,us,light,3600,40.4405556,-79.9961111
1999,Pennsylvania,us,cone,10,40.4405556,-79.9961111
1999,Connecticut,us,disk,120,41.5963889,-72.8780556
2000,Arizona,us,flash,2,33.4483333,-112.0733333
2000,Arizona,us,light,3,33.4483333,-112.0733333
2000,Arizona,us,circle,600,33.3527778,-111.7883333
2000,Massachusetts,us,light,180,42.3369444,-71.2097222
2000,New York,us,fireball,15,42.3066667,-78.0161111
2001,Pennsylvania,us,triangle,600,40.2330556,-76.1375000
2001,Texas,us,disk,7,32.7252778,-97.3205556
2001,Arizona,us,oval,60,33.4483333,-112.0733333
2001,Virginia,us,diamond,900,37.1241667,-77.2261111
2001,Wisconsin,us,light,600,43.0730556,-89.4011111
2001,Alaska,us,light,1200,61.5997222,-149.1127778
2001,Idaho,us,unknown,7200,46.4794444,-116.2541667
2002,Florida,us,changing,7,30.3319444,-81.6558333
2002,Texas,us,circle,60,33.4250000,-94.0475000
2002,Arizona,us,cylinder,10800,33.7811111,-113.6138889
2002,California,us,oval,120,34.1083333,-117.2888889
2002,Oregon,us,light,600,45.4983333,-122.4302778
2003,Texas,us,disk,300,32.7833333,-96.8000000
2003,Washington,us,triangle,180,48.2413889,-122.3694444
2003,California,us,fireball,600,34.1808333,-118.3080556
2004,California,us,unknown,3,34.1808333,-118.3080556
2004,Connecticut,us,oval,180,41.8244444,-72.8941667
2004,California,us,other,1200,33.8030556,-118.0716667
2004,New York,us,cigar,10,42.8863889,-78.8786111
2004,North Carolina,us,triangle,300,35.1313889,-79.4297222
2004,Missouri,us,fireball,6,38.6272222,-90.1977778
2004,Montana,us,unknown,120,47.1619444,-114.0841667
2004,Florida,us,formation,30,28.2916667,-81.4077778
2005,Vermont,us,light,5,43.1333333,-72.4444444
2005,Oregon,us,sphere,120,45.5947222,-121.1775000
2005,Tennessee,us,cigar,30,36.5483333,-82.5619444
2005,Kansas,us,circle,300,38.5227778,-99.1969444
2005,New York,us,formation,30,43.0841667,-76.8697222
2005,California,us,teardrop,4,37.7750000,-122.4183333
2006,Florida,us,fireball,300,30.4380556,-84.2808333
2006,California,us,cigar,1500,37.5841667,-122.3650000
2006,Alabama,us,egg,960,32.8594444,-86.9513889
2006,Massachusetts,us,triangle,8,42.0833333,-71.3972222
2006,Florida,us,flash,3600,27.5211111,-82.5725000
2006,North Carolina,us,unknown,2700,35.4577778,-79.0533333
2006,Indiana,us,light,3600,40.5583333,-85.6591667
2007,Connecticut,us,light,2,41.5241667,-72.0763889
2007,Florida,us,light,5,27.3361111,-82.5308333
2007,Maryland,us,cigar,15,39.0838889,-77.1530556
2007,California,us,cigar,30,34.0983333,-118.3258333
2007,West Virginia,us,light,20,40.0638889,-80.7211111
2007,West Virginia,us,light,60,38.9480556,-81.7611111
2007,Georgia,us,light,90,34.2569444,-85.1647222
2007,Michigan,us,triangle,120,42.2916667,-85.5872222
2007,Pennsylvania,us,triangle,60,41.1969444,-75.9286111
2007,California,us,disk,180,34.3916667,-118.5416667
2008,Maryland,us,fireball,5,39.6988889,-78.1800000
2008,Indiana,us,oval,3,39.9555556,-86.0138889
2008,Arizona,us,cone,2,33.4483333,-112.0733333
2008,New York,us,cylinder,20,40.7652778,-73.8177778
2008,Oregon,us,unknown,120,44.0522222,-123.0855556
2008,New Hampshire,us,unknown,2,42.9375000,-70.8394444
2008,New York,us,disk,360,40.7358333,-73.0825000
2008,New York,us,triangle,600,40.9911111,-72.5347222
2008,Pennsylvania,us,sphere,7200,41.8741667,-80.1319444
2009,Arizona,us,sphere,300,32.9477778,-112.7161111
2009,Illinois,us,triangle,300,41.6611111,-87.7525000
2009,North Carolina,us,rectangle,540,36.1197222,-80.0738889
2009,Texas,us,egg,180,30.0850000,-97.8400000
2009,Indiana,us,other,2,39.6411111,-85.1411111
2009,Michigan,us,sphere,45,43.1200000,-85.5600000
2009,New Mexico,us,light,60,33.1283333,-107.2522222
2009,Kentucky,us,triangle,420,38.2541667,-85.7594444
2009,Massachusetts,us,circle,900,42.0450000,-71.9305556
2010,Michigan,us,light,10,45.0275000,-84.6747222
2010,Florida,us,light,1200,26.9758333,-82.0908333
2010,Florida,us,sphere,10,27.9655556,-82.8002778
2010,Missouri,us,triangle,120,37.0841667,-94.5130556
2010,Virginia,us,light,600,36.9758333,-82.5758333
2010,Pennsylvania,us,light,3600,40.1488889,-79.5413889
2011,Iowa,us,disk,1800,43.1277778,-92.7361111
2011,Maryland,us,triangle,900,38.7741667,-76.0766667
2011,Arizona,us,fireball,3,31.9677778,-110.2938889
2011,California,us,triangle,15,39.7286111,-121.8363889
2011,Michigan,us,light,3600,42.2708333,-83.7263889
2012,Maine,us,other,300,43.6480556,-70.8475000
2012,Massachusetts,us,unknown,300,42.3583333,-71.0602778
2012,Florida,us,disk,4,27.9472222,-82.4586111
2012,Utah,us,light,300,40.6688889,-111.8238889
2012,Iowa,us,formation,600,42.1872222,-93.5955556
2012,Connecticut,us,flash,180,41.7691667,-72.9650000
2012,Florida,us,circle,300,27.0438889,-82.2361111
2012,Arizona,us,circle,5,33.6130556,-112.3238889
2012,Arizona,us,fireball,6,34.4838889,-114.3216667
2013,California,us,light,60,37.5630556,-122.3244444
2013,Massachusetts,us,circle,600,42.2625000,-71.8027778
2013,California,us,diamond,30,37.3394444,-121.8938889
2013,California,us,rectangle,300,34.2751500,-118.5498000
2013,Arizona,us,cigar,2400,33.4483333,-112.0733333
2013,Massachusetts,us,changing,21600,42.2972222,-71.0750000
2013,California,us,changing,600,34.0522222,-118.2427778
2013,California,us,triangle,60,32.7152778,-117.1563889
2013,Washington,us,changing,900,47.9791667,-122.2008333
2013,Florida,us,light,600,25.7738889,-80.1938889
2013,Virginia,us,light,120,38.0291667,-78.4769444
2013,Rhode Island,us,unknown,600,41.5500000,-71.4666667
2013,California,us,unknown,60,34.1336111,-117.9066667
2013,Washington,us,fireball,300,47.1719444,-122.5172222
2013,Texas,us,fireball,60,32.3511111,-95.3008333
2013,Arizona,us,fireball,180,33.4483333,-112.0733333
2013,New York,us,triangle,30,42.9055556,-74.5722222
2013,Illinois,us,sphere,900,42.0372222,-88.2811111
2013,Illinois,us,sphere,900,42.0372222,-88.2811111
2013,Colorado,us,light,900,39.7294444,-104.8313889
2013,Michigan,us,triangle,4,43.5944444,-83.8888889
2013,Florida,us,fireball,180,30.4013889,-86.8636111
2013,Ohio,us,triangle,1800,39.8841667,-82.7536111
2013,Massachusetts,us,light,600,42.2972222,-71.0750000
2013,Michigan,us,other,6,42.9872222,-85.0711111
2013,Pennsylvania,us,other,30,40.3088889,-76.5936111
2014,Arizona,us,light,1200,33.4150000,-111.5488889
2014,Indiana,us,disk,120,40.4863889,-86.1336111
2014,Michigan,us,teardrop,2,42.0963889,-83.2919444
2014,Ohio,us,light,2400,39.4808333,-84.4577778
2014,Iowa,us,triangle,30,42.5277778,-92.4452778
2014,North Carolina,us,triangle,120,35.2450000,-81.3413889
2014,Washington,us,light,900,47.2033333,-122.2391667
2014,South Carolina,us,other,300,34.6855556,-82.9533333
2014,Florida,us,circle,120,27.2155556,-81.8586111
2014,California,us,sphere,660,33.4269444,-117.6111111
2014,Georgia,us,triangle,2,34.2072222,-84.1402778
2014,Pennsylvania,us,light,3600,41.8741667,-80.1319444
2014,Missouri,us,triangle,600,38.8105556,-90.6997222
2014,South Carolina,us,unknown,120,32.9808333,-80.0327778
2014,Illinois,us,light,300,41.5733333,-87.7844444
1962,Pennsylvania,us,light,45,40.8202778,-76.2011111
1966,Michigan,us,chevron,7200,42.3222222,-83.1763889
1966,Michigan,us,oval,1200,42.3222222,-83.1763889
1979,Pennsylvania,us,oval,1200,40.1997222,-76.7313889
1980,California,us,disk,60,34.2011111,-118.5972222
1987,Montana,us,triangle,300,46.5897222,-111.9147222
1995,California,us,other,5,38.7297222,-120.7975000
1997,Alaska,us,light,7200,58.3019444,-134.4197222
1998,Wisconsin,us,light,2,43.4711111,-89.7441667
1999,California,us,disk,20,33.8313889,-118.2811111
1999,Pennsylvania,us,chevron,4,41.2541667,-76.9208333
1999,Texas,us,unknown,5,33.1908333,-101.3777778
1999,Washington,us,fireball,10,47.5302778,-122.0313889
1999,Washington,us,triangle,60,47.6063889,-122.3308333
2000,Rhode Island,us,disk,600,41.3830556,-71.6422222
2000,Texas,us,light,20,31.8022222,-97.0913889
2000,California,us,circle,600,33.9597222,-118.3997222
2000,New York,us,other,15,41.0905556,-73.9183333
2000,Connecticut,us,unknown,120,41.6716667,-72.9497222
2000,Pennsylvania,us,circle,300,39.9522222,-75.1641667
2001,California,us,cigar,240,37.7022222,-121.9347222
2001,California,us,other,180,34.4438889,-116.9669444
2001,California,us,fireball,8,34.1083333,-117.2888889
2001,Arkansas,us,diamond,3600,35.1508333,-92.7438889
2001,Wisconsin,us,flash,60,42.9613889,-88.0125000
2002,Colorado,us,oval,30,40.0150000,-105.2700000
2002,California,us,disk,1,34.1066667,-117.8058333
2002,California,us,fireball,120,38.5472222,-122.8152778
2003,Arizona,us,circle,240,32.2216667,-110.9258333
2003,Arizona,us,circle,240,32.2216667,-110.9258333
2004,Colorado,us,circle,7200,39.7425000,-105.5130556
2004,California,us,unknown,600,37.9736111,-122.5300000
2004,Oklahoma,us,circle,5,36.1397222,-96.1086111
2004,Oklahoma,us,chevron,8,35.2225000,-97.4391667
2004,Florida,us,sphere,2400,26.1416667,-81.7950000
2004,Georgia,us,unknown,120,33.4144444,-82.3127778
2004,Minnesota,us,unknown,300,48.6994444,-94.3427778
2005,Ohio,us,disk,600,40.2722222,-81.6061111
2005,California,us,light,5,34.2694444,-118.7805556
2005,Nebraska,us,disk,30,41.2586111,-95.9375000
2005,California,us,unknown,25,33.2558333,-116.3741667
2005,New Hampshire,us,triangle,300,43.1913889,-71.6758333
2005,Ohio,us,light,300,39.1616667,-84.7491667
2005,Texas,us,rectangle,180,32.7833333,-96.8000000
2006,Indiana,us,triangle,1200,39.6136111,-86.1066667
2006,Indiana,us,triangle,1200,39.6136111,-86.1066667
2006,California,us,flash,3,34.1577778,-118.6375000
2006,Nebraska,us,light,900,40.8000000,-96.6666667
2006,Nebraska,us,light,120,40.8000000,-96.6666667
2006,Oklahoma,us,disk,20,36.3125000,-95.6158333
2006,California,us,formation,5,38.5816667,-121.4933333
2007,Missouri,us,other,10,37.7241667,-89.8611111
2007,California,us,circle,180,34.0522222,-118.2427778
2007,Maryland,us,disk,180,39.3325000,-76.6930556
2007,California,us,disk,15,33.8491667,-118.3875000
2007,Arizona,us,cigar,120,32.2216667,-110.9258333
2007,Texas,us,oval,180,32.7355556,-97.1077778
2007,California,us,light,30,33.9791667,-118.0319444
2007,Oregon,us,unknown,10,45.4872222,-122.8025000
2007,Oregon,us,light,4,45.5236111,-122.6750000
2007,New Jersey,us,circle,7200,40.8338889,-74.0975000
2007,California,us,cylinder,1800,38.9780556,-122.8383333
2007,Colorado,us,cross,1800,38.7422222,-108.0683333
2007,New York,us,oval,7200,42.1572222,-79.1022222
2008,Alaska,us,light,1200,61.3213889,-149.5677778
2008,Kansas,us,fireball,15,39.0483333,-95.6777778
2008,Florida,us,unknown,300,26.1219444,-80.1436111
2009,New York,us,unknown,2,40.7141667,-74.0063889
2009,California,us,formation,300,34.9944444,-117.5850000
2009,Michigan,us,light,2,42.7325000,-84.5555556
2009,California,us,formation,120,34.2522222,-118.2875000
2009,New Jersey,us,egg,10,40.5066667,-74.2658333
2009,Texas,us,egg,10,33.6516667,-97.3761111
2009,Connecticut,us,light,1800,41.8083333,-72.2500000
2009,Arizona,us,unknown,180,33.4222222,-111.8219444
2009,Maine,us,sphere,7200,44.2736111,-69.3677778
2009,Alaska,us,light,600,64.8377778,-147.7163889
2010,North Carolina,us,cone,45,35.9130556,-79.0561111
2010,Michigan,us,fireball,5,42.2011111,-85.5800000
2010,California,us,light,900,37.6391667,-120.9958333
2010,New Jersey,us,light,300,40.6408333,-74.8816667
2010,Texas,us,light,600,32.2344444,-97.7550000
2010,Pennsylvania,us,other,600,40.5697222,-79.7650000
2010,California,us,changing,8,34.1722222,-118.3780556
2010,Texas,us,light,120,32.4486111,-99.7327778
2010,Minnesota,us,cross,2700,48.6011111,-93.4108333
2011,Illinois,us,disk,600,40.4841667,-88.9936111
2011,California,us,light,600,33.1191667,-117.0855556
2011,Nevada,us,unknown,900,36.1750000,-115.1363889
2011,Arizona,us,changing,21600,32.7558333,-111.6702778
2011,Maine,us,other,900,44.0872222,-69.7994444
2011,Maine,us,light,120,43.9186111,-69.8016667
2011,Arizona,us,circle,780,34.8697222,-111.7602778
2011,Arkansas,us,triangle,180,35.2783333,-93.1336111
2012,North Carolina,us,unknown,18000,35.9036111,-81.0908333
2012,Massachusetts,us,other,7,42.6708333,-72.5500000
2012,Florida,us,changing,1800,25.7738889,-80.1938889
2012,Mississippi,us,light,5,34.9341667,-88.5222222
2012,Utah,us,triangle,300,40.5658333,-111.8636111
2013,Utah,us,sphere,300,41.1108333,-112.0252778
2013,California,us,light,90,33.8752778,-117.5655556
2013,Indiana,us,triangle,600,40.1933333,-85.3863889
2013,California,us,changing,10,33.6694444,-117.8222222
2013,Michigan,us,fireball,120,42.2458333,-84.4013889
2013,California,us,circle,1200,38.6447222,-121.2711111
2013,California,us,sphere,600,39.4458333,-123.8041667
2013,Arizona,us,light,3600,31.9575000,-110.9550000
2013,Illinois,us,cone,10,41.1200000,-87.8611111
2013,Missouri,us,light,600,37.2152778,-93.2980556
2013,Washington,us,unknown,50,47.6063889,-122.3308333
2013,Texas,us,formation,7,30.0927778,-93.7363889
2013,California,us,circle,900,38.6447222,-121.2711111
2013,Arizona,us,light,480,33.4222222,-111.8219444
2014,Washington,us,circle,180,48.7597222,-122.4869444
2014,Louisiana,us,cigar,3,29.9744444,-92.1341667
2014,New Jersey,us,light,1800,40.9275000,-73.9977778
2014,Alaska,us,triangle,900,61.5813889,-149.4394444
2014,Tennessee,us,light,900,35.0455556,-85.3097222
2014,New York,us,chevron,600,42.0986111,-75.9183333
2014,Michigan,us,formation,30,45.3733333,-84.9552778
2014,Florida,us,teardrop,7,28.5380556,-81.3794444
2014,New Mexico,us,cigar,15,35.2333333,-106.6638889
2014,California,us,sphere,60,34.0400000,-118.5786111
2014,Virginia,us,disk,30,36.8527778,-75.9783333
2014,Oregon,us,light,10,42.0527778,-124.2827778
2014,Florida,us,circle,120,26.3583333,-80.0833333
2014,Florida,us,unknown,120,28.3250000,-81.5333333
2014,Ohio,us,light,300,39.7588889,-84.1916667
2014,New York,us,light,240,40.7141667,-74.0063889
2014,Florida,us,sphere,30,28.6802778,-81.5097222
2014,Massachusetts,us,disk,300,42.2416667,-70.8902778
2014,Washington,us,light,5,47.6063889,-122.3308333
1962,Utah,us,disk,900,40.7372222,-114.0366667
1967,Louisiana,us,unknown,1800,32.8608333,-91.3883333
1971,California,us,other,120,34.0522222,-118.2427778
1994,New York,us,rectangle,21600,42.6525000,-73.7566667
1994,Utah,us,triangle,60,38.5733333,-109.5491667
1997,Ohio,us,triangle,300,40.0991667,-83.1141667
1997,Missouri,us,light,1800,38.2080556,-91.1602778
1998,Arizona,us,light,20,35.1980556,-111.6505556
1998,Texas,us,sphere,7,29.7630556,-95.3630556
1999,Texas,us,triangle,900,29.4238889,-98.4933333
1999,Wisconsin,us,triangle,900,43.5977778,-88.2788889
1999,Georgia,us,other,120,34.4777778,-83.7736111
1999,California,us,fireball,1,37.0058333,-121.5672222
2000,Ohio,us,triangle,3600,39.8813889,-83.0930556
2000,Florida,us,light,20,28.7027778,-81.3386111
2000,Iowa,us,oval,120,42.0597222,-93.8800000
2000,Arizona,us,circle,900,34.6100000,-112.3150000
2000,Utah,us,light,300,41.2230556,-111.9730556
2001,California,us,circle,10,35.3733333,-119.0177778
2001,Mississippi,us,light,3600,34.2477778,-88.9986111
2001,Wisconsin,us,light,600,43.0730556,-89.4011111
2001,Arizona,us,light,2400,33.3061111,-111.8405556
2001,Arkansas,us,disk,10800,36.1866667,-94.1286111
2002,California,us,sphere,1800,33.9191667,-118.4155556
2003,New Mexico,us,triangle,1980,35.0844444,-106.6505556
2003,Florida,us,unknown,120,25.7902778,-80.1302778
2003,Washington,us,cross,300,47.4236111,-120.3091667
2003,Connecticut,us,egg,10800,41.3711111,-73.4144444
2003,California,us,unknown,300,34.1425000,-118.2541667
2003,Ohio,us,formation,4,41.1338889,-81.4847222
2004,New York,us,circle,300,42.0900000,-78.4944444
2004,California,us,other,1,38.6105556,-122.8680556
2004,Virginia,us,formation,10,36.8527778,-75.9783333
2005,Washington,us,circle,2,47.8555556,-121.9697222
2005,California,us,sphere,60,37.6688889,-122.0797222
2005,Kentucky,us,light,120,36.6102778,-88.3147222
2005,Florida,us,other,720,28.0650000,-81.7888889
2005,California,us,diamond,86400,32.8475000,-115.5686111
2005,Arizona,us,light,60,33.4483333,-112.0733333
2005,Michigan,us,sphere,60,42.7875000,-86.1088889
2005,Arizona,us,light,1200,33.4483333,-112.0733333
2005,Missouri,us,other,10,38.6272222,-90.1977778
2005,Ohio,us,oval,360,41.4047222,-81.7230556
2005,Idaho,us,diamond,300,43.6136111,-116.2025000
2006,Michigan,us,sphere,180,45.3180556,-85.2583333
2006,Arkansas,us,disk,2,36.0625000,-94.1572222
2006,Maryland,us,other,120,38.7216667,-76.6608333
2006,Tennessee,us,fireball,3,35.6833333,-85.7700000
2006,Mississippi,us,light,60,30.6166667,-89.6525000
2006,Ohio,us,circle,5,41.4644444,-81.5088889
2006,Missouri,us,light,1080,37.5972222,-90.6272222
2006,California,us,other,3600,33.9791667,-118.0319444
2007,Missouri,us,formation,15,39.0997222,-94.5783333
2007,Connecticut,us,light,180,41.2222222,-73.0569444
2007,South Dakota,us,unknown,600,43.1886111,-102.7391667
2007,California,us,sphere,420,37.3022222,-120.4819444
2007,California,us,cylinder,180,33.7738889,-117.9405556
2007,Florida,us,disk,60,26.5250000,-80.0666667
2007,Washington,us,light,840,47.5675000,-122.6313889
2007,Georgia,us,other,120,34.2275000,-83.8844444
2007,California,us,triangle,900,37.4852778,-122.2352778
2007,Tennessee,us,oval,180,36.3883333,-86.4466667
2008,California,us,oval,180,33.7669444,-118.1883333
2008,Washington,us,light,600,47.6063889,-122.3308333
2008,Pennsylvania,us,circle,3,39.9977778,-76.3544444
2008,Georgia,us,triangle,300,32.1322222,-81.2991667
2008,Kansas,us,formation,300,37.0113889,-95.9350000
2009,New Jersey,us,light,5,40.1350000,-74.5244444
2009,Florida,us,triangle,300,30.3569444,-87.1638889
2009,Georgia,us,unknown,120,32.4608333,-84.9877778
2009,Illinois,us,light,60,42.3702778,-87.9019444
2010,New Mexico,us,fireball,600,35.2333333,-106.6638889
2010,Ohio,us,unknown,900,41.4994444,-81.6955556
2010,Arizona,us,unknown,900,33.4483333,-112.0733333
2010,Illinois,us,formation,900,41.4444444,-87.6313889
2010,Arkansas,us,unknown,45,35.4777778,-94.2216667
2011,Arizona,us,triangle,1200,34.8697222,-111.7602778
2011,Utah,us,light,60,41.1441667,-111.9225000
2011,Virginia,us,triangle,1500,37.4136111,-76.5258333
2011,Connecticut,us,oval,45,41.7636111,-72.6855556
2011,South Carolina,us,light,900,34.4463889,-82.3916667
2011,Massachusetts,us,light,420,41.6388889,-70.9708333
2011,Indiana,us,sphere,5,39.9555556,-86.0138889
2011,Maryland,us,light,180,39.6977778,-76.0630556
2011,California,us,triangle,300,39.4458333,-123.8041667
2011,Ohio,us,other,3,39.2930556,-83.9888889
2011,Georgia,us,disk,5,34.8638889,-84.3241667
2012,Florida,us,light,600,25.7738889,-80.1938889
2012,California,us,light,1800,38.7613889,-120.5855556
2012,Tennessee,us,fireball,751,35.2705556,-85.9530556
2012,North Carolina,us,oval,300,35.7913889,-78.7813889
2012,Pennsylvania,us,other,20,39.9522222,-75.1641667
2012,Pennsylvania,us,other,20,39.9522222,-75.1641667
2012,Illinois,us,triangle,25,41.9141667,-88.3086111
2012,California,us,other,5,39.2191667,-121.0600000
2012,Illinois,us,other,300,42.4461111,-87.8327778
2012,California,us,light,600,38.5816667,-121.4933333
2012,California,us,cone,300,34.0633333,-117.6500000
2012,Utah,us,fireball,60,40.4555556,-109.5280556
2012,Florida,us,fireball,300,28.0341667,-80.5888889
2012,Maryland,us,formation,900,38.9905556,-77.0263889
2012,Alaska,us,light,600,60.7922222,-161.7558333
2012,North Carolina,us,light,900,36.0725000,-79.7922222
2012,Virginia,us,oval,240,37.6688889,-77.8822222
2012,New York,us,triangle,60,42.6525000,-73.7566667
2012,Florida,us,oval,300,27.3361111,-82.5308333
2013,Virginia,us,other,15,38.4730556,-77.9969444
2013,Massachusetts,us,cylinder,5,42.4183333,-71.1066667
2013,Alaska,us,circle,120,60.7922222,-161.7558333
2013,Oregon,us,unknown,120,45.5230556,-122.9886111
2013,Oregon,us,unknown,120,45.5230556,-122.9886111
2013,California,us,light,300,34.0050000,-118.8091667
2013,California,us,diamond,60,33.7358333,-118.2913889
2013,Illinois,us,formation,300,42.4461111,-87.8327778
2013,Massachusetts,us,light,300,42.4397222,-72.6352778
2013,Rhode Island,us,fireball,60,41.7797222,-71.4377778
2013,California,us,sphere,300,37.7250000,-122.1550000
2013,Arizona,us,fireball,12,35.1477778,-114.5675000
2013,Utah,us,triangle,1800,41.1363889,-112.0302778
2014,Hawaii,us,light,120,21.3069444,-157.8583333
2014,Alaska,us,diamond,22,55.4119444,-131.7227778
2014,Florida,us,light,120,26.6583333,-80.2416667
2014,California,us,circle,2700,33.4936111,-117.1475000
2014,Virginia,us,unknown,900,37.5880556,-76.4747222
2014,Florida,us,light,600,26.6583333,-80.2416667
2014,Georgia,us,triangle,15,33.4708333,-81.9750000
2014,Florida,us,formation,240,26.9294444,-82.0455556
2014,Florida,us,other,300,26.1336111,-80.1133333
2014,North Carolina,us,other,120,34.9808333,-79.2244444
1972,Kentucky,us,disk,1800,36.7533333,-86.1905556
1978,California,us,triangle,600,41.7355556,-122.6333333
1995,New Jersey,us,other,3,39.6019444,-74.8430556
1995,Arizona,us,oval,300,34.6100000,-112.3150000
1999,California,us,other,30,38.1075000,-122.5686111
1999,California,us,cigar,300,36.7477778,-119.7713889
1999,Kansas,us,disk,300,37.6922222,-97.3372222
1999,Florida,us,disk,420,25.8627778,-80.1930556
1999,Ohio,us,cigar,600,41.1827778,-80.7655556
1999,Washington,us,fireball,2,48.5466667,-117.9044444
1999,Washington,us,sphere,1200,47.4830556,-122.2158333
1999,California,us,fireball,900,37.1230556,-120.2591667
1999,Arizona,us,light,180,35.2233333,-114.2222222
1999,California,us,other,480,34.6980556,-118.1358333
1999,Nevada,us,fireball,300,38.7563889,-119.3750000
1999,California,us,light,600,38.2558333,-119.2302778
1999,Arizona,us,cone,120,33.4483333,-112.0733333
1999,Arizona,us,light,600,34.0100000,-109.4580556
1999,Arizona,us,other,300,33.4483333,-112.0733333
1999,Alaska,us,sphere,120,64.8377778,-147.7163889
1999,West Virginia,us,triangle,1200,39.6294444,-79.9561111
2001,Ohio,us,circle,120,39.9402778,-82.0133333
2001,Wisconsin,us,other,2700,42.8597222,-89.5380556
2001,Texas,us,light,1200,30.1819444,-96.5952778
2002,Ohio,us,changing,600,41.4994444,-81.6955556
2002,Massachusetts,us,fireball,3,42.5000000,-70.8583333
