2001 co us light 900 39.7391667 -104.9841667
2001 ms us teardrop 300 31.2516667 -89.8375000
2001 ca us triangle 60 39.2191667 -121.0600000
2001 oh us teardrop 300 40.7425000 -84.1052778
2002 mo us fireball 6 37.2152778 -93.2980556
2002 nv us sphere 600 39.5297222 -119.8127778
2002 ma us cylinder 300 42.1625000 -71.0416667
2002 tx us fireball 3 32.7833333 -96.8000000
2003 ca us other 172800 32.7152778 -117.1563889
2003 mn us circle 5 43.6666667 -92.9744444
2003 ny us egg 120 40.7141667 -74.0063889
2003 ca us sphere 3 39.3280556 -120.1822222
2003 mi us circle 40 43.4197222 -85.8000000
2003 ca us light 600 38.7297222 -120.7975000
2003 co us unknown 10 40.0991667 -104.9366667
2003 in us disk 180 39.1652778 -86.5263889
2003 mo us chevron 600 39.0911111 -94.4152778
2004 hi us triangle 3 21.3069444 -157.8583333
2004 ca us rectangle 20 34.0522222 -118.2427778
2004 or us light 20 44.9194444 -123.3158333
2004 nj us other 7200 39.7327778 -75.1319444
2004 ca us light 15 37.3394444 -121.8938889
2004 ca us formation 2700 36.6777778 -121.6544444
2004 ca us circle 60 35.1186111 -120.5897222
2004 ca us rectangle 120 36.7477778 -119.7713889
2004 tx us fireball 1351 27.5061111 -99.5072222
2004 fl us formation 7200 26.6155556 -80.0572222
2004 ny us light 540 42.9638889 -78.7380556
2005 fl us light 180 28.1875000 -82.7397222
2005 mn us circle 7200 44.8041667 -93.1666667
2005 ut us light 720 40.6808333 -112.2622222
2005 az us light 5400 33.5805556 -112.2366667
2005 az us formation 1800 33.3702778 -112.5830556
2005 az us light 1800 32.8794444 -111.7566667
2005 az us triangle 3 33.4147222 -111.9086111
2005 al us light 1800 30.6941667 -88.0430556
2005 nj us oval 300 40.8527778 -74.0425000
2005 ia us light 10 42.2711111 -95.0927778
2006 tn us disk 13 36.1658333 -86.7844444
2006 wa us unknown 120 47.8211111 -122.3138889
2006 ca us fireball 120 34.0625000 -118.1219444
2006 mn us light 600 47.0227778 -91.6705556
2006 fl us diamond 3600 30.4211111 -87.2169444
2006 fl us light 900 30.6322222 -87.0397222
2006 ca us circle 3 34.2241667 -118.2391667
2006 ok us light 60 36.3955556 -97.8780556
2006 tx us triangle 60 35.5361111 -100.9594444
2006 ny us oval 120 43.2127778 -75.4561111
2007 ky us oval 360 39.0297222 -84.3663889
2007 or us cylinder 900 45.2944444 -123.1752778
2007 or us circle 900 45.4077778 -122.5691667
2007 wa us triangle 10 47.6063889 -122.3308333
2007 sc us light 1800 35.0241667 -81.0280556
2007 al us disk 1800 30.2458333 -87.7008333
2008 tx us disk 3 25.9013889 -97.4972222
2008 ca us light 180 37.9780556 -122.0300000
2008 nc us sphere 20 35.6708333 -80.4744444
2008 ct us circle 7200 41.1669444 -73.2052778
2008 md us sphere 7200 39.5122222 -76.7697222
2008 ca us light 60 33.9533333 -117.3952778
2008 fl us triangle 30 26.1416667 -81.7950000
2008 tx us light 900 31.2577778 -95.9780556
2008 nm us fireball 120 35.0844444 -106.6505556
2008 ca us triangle 30 34.0522222 -118.2427778
2009 ny us other 10800 40.7616667 -73.3297222
2009 md us light 600 37.9833333 -75.8541667
2009 mi us triangle 20 42.3713889 -83.4702778
2009 az us egg 1200 33.5386111 -112.1852778
2009 ky us disk 120 38.2541667 -85.7594444
2009 fl us oval 3 26.7052778 -80.0366667
2009 ri us circle 15 41.9666667 -71.5500000
2009 in us flash 540 39.5741667 -86.8652778
2009 wi us light 180 43.0730556 -89.4011111
2010 ca us other 1200 33.8491667 -118.3875000
2010 ny us oval 120 42.6525000 -73.7566667
2010 fl us sphere 2400 26.7052778 -80.0366667
2010 ca us changing 2700 38.6786111 -121.2247222
2010 mn us light 240 44.8277778 -92.9436111
2010 ca us circle 60 34.1361111 -117.8644444
2010 ca us triangle 5 33.0416667 -116.8672222
2010 ca us other 15 37.5958333 -122.0180556
2011 il us chevron 120 37.8902778 -88.3030556
2011 nv us other 180 36.0397222 -114.9811111
2011 ut us light 8 37.6775000 -113.0611111
2011 ia us light 90 41.6005556 -93.6088889
2011 ma us circle 1800 41.6361111 -70.9347222
2011 ct us other 300 41.3325000 -73.2077778
2011 nc us circle 30 33.9133333 -78.3041667
2011 ky us unknown 480 37.7622222 -84.8433333
2012 ma us unknown 4 42.2625000 -71.8027778
2012 nj us sphere 3600 40.6377778 -74.4513889
2012 ma us light 2 42.6105556 -71.2347222
2012 in us cigar 7200 41.6347222 -84.9994444
2012 md us light 300 39.2544444 -76.7002778
2012 pa us fireball 720 41.2788889 -75.8786111
2012 ny us circle 300 43.0830556 -73.7850000
2012 pa us diamond 60 41.2052778 -76.0052778
2012 nm us fireball 120 32.3122222 -106.7777778
2012 wa us triangle 10 47.3525000 -121.9825000
2012 pa us diamond 60 40.1550000 -74.8291667
2012 az us sphere 30 33.4483333 -112.0733333
2012 il us circle 45 41.6572222 -87.6800000
2013 mi us chevron 4 43.4194444 -83.9508333
2013 ia us circle 120 41.7297222 -93.6055556
2013 fl us light 15 26.8230556 -80.1388889
2013 mi us fireball 600 42.2916667 -85.5872222
2013 ks us unknown 240 38.9716667 -95.2350000
2013 vt us light 60 44.4905556 -73.1113889
2013 oh us circle 300 39.1619444 -84.4569444
2013 oh us fireball 240 39.1619444 -84.4569444
2013 fl us light 7200 26.1416667 -81.7950000
2013 oh us fireball 60 39.1619444 -84.4569444
2013 ky us fireball 300 38.9458333 -84.6805556
2013 ma us fireball 60 42.4736111 -72.0066667
2013 ga us light 300 33.5966667 -83.8602778
2013 oh us sphere 180 39.7463889 -84.2866667
2013 ny us chevron 90 43.0297222 -76.0047222
2013 fl us light 900 26.9338889 -80.0944444
2013 fl us sphere 300 28.0833333 -80.6083333
2013 wi us sphere 60 45.3561111 -92.6333333
2013 il us formation 60 41.8800000 -88.0077778
2013 oh us fireball 10 40.8758333 -81.4025000
2013 mi us fireball 2 42.4566667 -83.9463889
1950 ky us disk 600 37.4791667 -82.5188889
1952 mo us disk 90 39.0997222 -94.5783333
1954 wv us circle 60 38.7230556 -80.6500000
1956 nh us rectangle 300 43.3652778 -72.1738889
1957 ak us unknown 180 61.9919444 -146.7686111
1957 nj us disk 10 40.9166667 -74.1722222
1959 il us unknown 60 39.7338889 -90.2288889
1961 oh us sphere 180 41.6638889 -83.5552778
1961 ok us disk 120 36.1538889 -95.9925000
1961 tn us disk 1800 36.1658333 -86.7844444
1961 nc us triangle 30 36.0688889 -79.4008333
1965 ms us other 900 30.3958333 -88.8852778
1965 va us sphere 120 37.2438889 -77.4105556
1965 pa us disk 300 41.5241667 -76.4011111
1966 ny us light 240 42.8863889 -78.8786111
1966 wa us light 1200 48.5127778 -122.6113889
1966 ia us unknown 60 42.1083333 -91.2850000
1966 or us disk 120 44.5647222 -123.2608333
1967 ny us sphere 600 42.5680556 -78.4791667
1967 il us circle 30 38.8922222 -89.4130556
1967 mn us disk 10 44.9800000 -93.2636111
1968 ma us cigar 1200 42.3583333 -71.0602778
1968 me us circle 600 43.3616667 -70.4772222
1969 ca us oval 600 37.7750000 -122.4183333
1970 ny us disk 180 40.7141667 -74.0063889
1970 ar us other 14400 36.3727778 -94.2086111
1970 fl us other 900 27.9472222 -82.4586111
1970 ny us disk 300 40.7141667 -74.0063889
1971 ca us disk 180 34.1477778 -118.1436111
1972 ks us unknown 10800 37.9388889 -97.0194444
1972 tx us unknown 600 33.2147222 -97.1327778
1972 tx us disk 1800 31.6261111 -97.5997222
1972 wa us rectangle 900 47.8555556 -121.9697222
1973 in us sphere 900 39.7927778 -87.3708333
1973 va us disk 1800 36.8527778 -75.9783333
1973 in us light 1200 39.1652778 -86.5263889
1973 or us cylinder 7200 43.2166667 -123.3405556
1973 nv us disk 7200 36.9086111 -116.7583333
1973 tn us oval 37800 35.1405556 -85.2327778
1973 oh us disk 300 41.2377778 -81.9316667
1974 tx us unknown 600 33.2147222 -97.1327778
1974 wv us sphere 240 40.4188889 -80.5897222
1974 mn us unknown 2 46.4736111 -93.8986111
1974 nj us light 600 40.7841667 -74.6972222
1975 az us changing 1200 33.0580556 -112.0469444
1976 oh us disk 120 40.9636111 -81.3313889
1976 ny us disk 600 43.0986111 -77.4422222
1976 fl us disk 900 28.0611111 -82.3025000
1977 ca us other 360 33.7091667 -117.9527778
1977 ca us other 60 40.5763889 -124.2627778
1978 nc us cone 300 35.9983333 -76.9463889
1978 la us disk 300 31.0944444 -92.4002778
1978 in us cylinder 900 40.9852778 -86.8794444
1979 ca us disk 1200 33.7922222 -118.3141667
1979 md us rectangle 120 39.2402778 -76.8397222
1979 ny us light 10 42.8863889 -78.8786111
1979 wa us disk 7200 47.0380556 -122.8994444
1979 pa us disk 300 40.4405556 -79.9961111
1979 nj us light 240 40.3161111 -74.5141667
1980 ca us other 30 37.5483333 -121.9875000
1980 al us fireball 20 34.1469444 -86.1305556
1980 pa us formation 600 40.2977778 -77.8744444
1980 nj us cigar 180 40.7280556 -74.0780556
1981 mi us oval 2400 43.5688889 -86.0394444
1982 mi us fireball 240 42.9572222 -83.8305556
1983 ma us unknown 20 42.5611111 -71.5902778
1983 nc us disk 180 35.8966667 -77.5361111
1984 or us light 600 44.4269444 -124.0675000
1984 ca us light 45 34.2572222 -118.6002778
1984 me us triangle 180 43.5341667 -70.9102778
1985 fl us triangle 900 27.9375000 -82.2861111
1985 mi us light 240 43.4133333 -86.0794444
1985 nc us sphere 300 34.9852778 -80.5497222
1985 oh us triangle 3600 41.7386111 -80.7700000
1985 ks us sphere 300 38.9716667 -95.2350000
1986 or us circle 2700 42.2250000 -121.7805556
1986 wv us light 10 40.0638889 -80.7211111
1987 fl us other 10 26.7052778 -80.0366667
1987 or us oval 1800 43.2166667 -123.3405556
1987 nh us fireball 1800 43.1488889 -72.3611111
1987 nc us triangle 180 36.0988889 -78.3013889
1989 id us disk 180 43.9147222 -113.6125000
1989 ky us oval 300 37.9900000 -84.1797222
1989 il us circle 300 39.7338889 -90.2288889
1989 ny us oval 300 41.5619444 -73.6030556
1989 ca us rectangle 10 38.6172222 -121.3272222
1989 me us disk 20 44.8830556 -68.6725000
1990 wa us oval 300 48.0511111 -119.9022222
1990 ca us light 120 33.7358333 -118.2913889
1990 ny us light 1200 42.0969444 -79.2355556
1991 sc us other 900 34.8297222 -82.6016667
1991 ca us circle 900 33.7800000 -118.2616667
1991 tn us cigar 300 35.7563889 -83.9705556
1991 ar us triangle 300 34.7463889 -92.2894444
1991 tn us disk 900 36.1325000 -88.5186111
1991 nv us cigar 5 36.1750000 -115.1363889
1991 ga us other 900 34.7047222 -85.2819444
1992 ga us triangle 1200 32.5402778 -82.9038889
1992 mo us egg 90 37.2152778 -93.2980556
1992 tx us unknown 20 32.5005556 -94.7402778
1993 az us triangle 900 33.4147222 -111.9086111
1993 oh us light 7200 40.2986111 -83.0680556
1993 mt us light 1800 45.4297222 -108.5325000
1994 ok us triangle 1200 36.3377778 -96.8036111
1994 ny us disk 15 40.7141667 -74.0063889
1994 ma us changing 300 42.1486111 -72.6083333
1994 ca us triangle 3 34.4208333 -119.6972222
1994 mo us cigar 600 38.2430556 -93.3816667
1994 nv us circle 5 36.1750000 -115.1363889
1994 pa us disk 300 40.4436111 -76.4286111
1995 ia us other 20 41.6611111 -91.5300000
1995 or us other 5 45.4208333 -122.6694444
1995 or us other 90 45.4208333 -122.6694444
1995 ky us disk 300 38.4783333 -82.6380556
1995 pa us rectangle 600 40.4619444 -78.2000000
1995 il us other 20 41.5733333 -87.7844444
1995 ny us triangle 60 40.6836111 -73.5105556
1995 tx us other 5400 30.2669444 -97.7427778
1995 nh us triangle 600 43.1977778 -70.8741667
1996 tx us formation 30 29.7630556 -95.3630556
1996 oh us triangle 180 39.2275000 -83.2705556
1996 ny us oval 300 40.7141667 -74.0063889
1996 ca us sphere 600 37.3230556 -122.0311111
1996 az us sphere 30 32.8338889 -109.7069444
1996 tx us fireball 180 30.1577778 -95.4891667
1997 mn us triangle 600 47.4736111 -94.8800000
1997 tx us rectangle 40 32.9125000 -96.6386111
1997 ny us other 300 42.4811111 -74.6108333
1997 nc us cigar 120 35.2269444 -80.8433333
1997 wi us light 1200 44.5191667 -88.0197222
1997 sc us triangle 180 34.6422222 -82.4561111
1997 ma us triangle 60 41.6527778 -70.2833333
1997 il us triangle 60 41.1416667 -87.8750000
1997 or us light 60 43.4222222 -123.2972222
1997 va us other 300 36.6913889 -79.8727778
1997 sc us triangle 1200 33.0183333 -80.1758333
1997 fl us light 60 28.0391667 -81.9500000
1998 ut us triangle 120 41.7355556 -111.8336111
1998 or us light 5 45.5236111 -122.6750000
1998 or us fireball 5 45.2113889 -122.9755556
1998 wa us disk 180 47.0566667 -122.7000000
1998 nm us fireball 120 35.2333333 -106.6638889
1998 co us light 1800 37.2255556 -107.5975000
1998 ca us sphere 420 37.7750000 -122.4183333
1998 il us disk 1200 42.0372222 -88.2811111
1998 ca us fireball 4 32.9594444 -117.2644444
1998 ca us fireball 7 32.8472222 -117.2733333
1998 nh us oval 120 42.9955556 -71.4552778
1998 ia us triangle 60 40.7419444 -95.0380556
1998 il us triangle 900 40.3513889 -90.3244444
1998 wi us other 300 44.7930556 -89.7030556
1999 tx us fireball 30 29.4238889 -98.4933333
